student_id,first_name,last_name,email,degree,semester
F2023-153,Nadia,Rafiq,f2023-153@bnu.edu.pk,Management Business Computing,4
F2023-156,Imran,Qureshi,f2023-156@bnu.edu.pk,Software Engineering,4
F2023-157,Bilal,Rana,f2023-157@bnu.edu.pk,Software Engineering,4
F2023-162,Shahid,Ali,f2023-162@bnu.edu.pk,Software Engineering,4
F2023-169,Noman,Chaudhry,f2023-169@bnu.edu.pk,Software Engineering,4
F2023-174,Tariq,Mirza,f2023-174@bnu.edu.pk,Computer Science,4
F2023-180,Osama,Hussain,f2023-180@bnu.edu.pk,Management Business Computing,4
F2023-185,Hina,Qureshi,f2023-185@bnu.edu.pk,Computer Science,4
F2023-189,Hina,Nawaz,f2023-189@bnu.edu.pk,Management Business Computing,4
F2023-190,Sana,Aslam,f2023-190@bnu.edu.pk,Computer Science,4
F2023-191,Junaid,Qureshi,f2023-191@bnu.edu.pk,Management Business Computing,4
F2023-200,Osama,Sheikh,f2023-200@bnu.edu.pk,Software Engineering,4
F2023-201,Kiran,Malik,f2023-201@bnu.edu.pk,Software Engineering,4
F2023-205,Zara,Rana,f2023-205@bnu.edu.pk,Computer Science,4
F2023-208,Zain,Saeed,f2023-208@bnu.edu.pk,Management Business Computing,4
F2023-209,Fatima,Khan,f2023-209@bnu.edu.pk,Software Engineering,4
F2023-210,Shahid,Zahid,f2023-210@bnu.edu.pk,Software Engineering,4
F2023-220,Hassan,Rana,f2023-220@bnu.edu.pk,Computer Science,4
F2023-224,Bilal,Ahmed,f2023-224@bnu.edu.pk,Management Business Computing,4
F2023-227,Iqra,Zahid,f2023-227@bnu.edu.pk,Computer Science,4
F2023-232,Ali,Saeed,f2023-232@bnu.edu.pk,Management Business Computing,4
F2023-236,Zain,Saeed,f2023-236@bnu.edu.pk,Computer Science,4
F2023-238,Ali,Aslam,f2023-238@bnu.edu.pk,Computer Science,4
F2023-243,Usman,Chaudhry,f2023-243@bnu.edu.pk,Software Engineering,4
F2023-246,Rabia,Tariq,f2023-246@bnu.edu.pk,Computer Science,4
F2023-247,Asma,Aslam,f2023-247@bnu.edu.pk,Computer Science,4
F2023-251,Shahid,Ali,f2023-251@bnu.edu.pk,Management Business Computing,4
F2023-259,Rabia,Saeed,f2023-259@bnu.edu.pk,Software Engineering,4
F2023-268,Noman,Mirza,f2023-268@bnu.edu.pk,Software Engineering,4
F2023-272,Saad,Tariq,f2023-272@bnu.edu.pk,Management Business Computing,4
F2023-278,Waqas,Sheikh,f2023-278@bnu.edu.pk,Management Business Computing,4
F2023-280,Yasir,Mehmood,f2023-280@bnu.edu.pk,Computer Science,4
F2023-286,Emaan,Javed,f2023-286@bnu.edu.pk,Management Business Computing,4
F2023-292,Asma,Mehmood,f2023-292@bnu.edu.pk,Software Engineering,4
F2023-293,Emaan,Zahid,f2023-293@bnu.edu.pk,Management Business Computing,4
F2023-295,Hina,Ali,f2023-295@bnu.edu.pk,Management Business Computing,4
F2023-297,Bilal,Saeed,f2023-297@bnu.edu.pk,Computer Science,4
F2023-308,Shahid,Javed,f2023-308@bnu.edu.pk,Management Business Computing,4
F2023-310,Waqas,Mehmood,f2023-310@bnu.edu.pk,Computer Science,4
F2023-311,Yasir,Mehmood,f2023-311@bnu.edu.pk,Computer Science,4
F2023-312,Nadia,Chaudhry,f2023-312@bnu.edu.pk,Computer Science,4
F2023-315,Asma,Rafiq,f2023-315@bnu.edu.pk,Computer Science,4
F2023-316,Kiran,Tariq,f2023-316@bnu.edu.pk,Management Business Computing,4
F2023-324,Zain,Ali,f2023-324@bnu.edu.pk,Software Engineering,4
F2023-325,Shahid,Rana,f2023-325@bnu.edu.pk,Software Engineering,4
F2023-327,Zara,Zahid,f2023-327@bnu.edu.pk,Computer Science,4
F2023-329,Noman,Malik,f2023-329@bnu.edu.pk,Computer Science,4
F2023-340,Sana,Sheikh,f2023-340@bnu.edu.pk,Software Engineering,4
F2023-346,Tariq,Zahid,f2023-346@bnu.edu.pk,Management Business Computing,4
F2023-347,Iqra,Sheikh,f2023-347@bnu.edu.pk,Management Business Computing,4
F2023-353,Sana,Saeed,f2023-353@bnu.edu.pk,Computer Science,4
F2023-355,Fatima,Rafiq,f2023-355@bnu.edu.pk,Computer Science,4
F2023-362,Emaan,Tariq,f2023-362@bnu.edu.pk,Computer Science,4
F2023-363,Imran,Sheikh,f2023-363@bnu.edu.pk,Management Business Computing,4
F2023-365,Maha,Javed,f2023-365@bnu.edu.pk,Management Business Computing,4
F2023-366,Emaan,Malik,f2023-366@bnu.edu.pk,Computer Science,4
F2023-371,Umair,Mirza,f2023-371@bnu.edu.pk,Software Engineering,4
F2023-373,Saad,Nawaz,f2023-373@bnu.edu.pk,Management Business Computing,4
F2023-375,Zain,Khan,f2023-375@bnu.edu.pk,Software Engineering,4
F2023-380,Zara,Hussain,f2023-380@bnu.edu.pk,Software Engineering,4
F2023-383,Tariq,Zahid,f2023-383@bnu.edu.pk,Software Engineering,4
F2023-384,Umair,Qureshi,f2023-384@bnu.edu.pk,Software Engineering,4
F2023-385,Laiba,Nawaz,f2023-385@bnu.edu.pk,Computer Science,4
F2023-386,Sana,Rana,f2023-386@bnu.edu.pk,Software Engineering,4
F2023-389,Kiran,Sheikh,f2023-389@bnu.edu.pk,Computer Science,4
F2023-390,Umair,Malik,f2023-390@bnu.edu.pk,Software Engineering,4
F2023-393,Ahsan,Khan,f2023-393@bnu.edu.pk,Computer Science,4
F2023-408,Amina,Malik,f2023-408@bnu.edu.pk,Management Business Computing,4
F2023-411,Iqra,Ali,f2023-411@bnu.edu.pk,Computer Science,4
F2023-416,Umair,Ali,f2023-416@bnu.edu.pk,Software Engineering,4
F2023-419,Imran,Qureshi,f2023-419@bnu.edu.pk,Computer Science,4
F2023-421,Shahid,Hussain,f2023-421@bnu.edu.pk,Management Business Computing,4
F2023-424,Sana,Saeed,f2023-424@bnu.edu.pk,Software Engineering,4
F2023-427,Emaan,Tariq,f2023-427@bnu.edu.pk,Management Business Computing,4
F2023-429,Yasir,Zahid,f2023-429@bnu.edu.pk,Computer Science,4
F2023-434,Osama,Anwar,f2023-434@bnu.edu.pk,Software Engineering,4
F2023-442,Yasir,Aslam,f2023-442@bnu.edu.pk,Computer Science,4
F2023-444,Dua,Chaudhry,f2023-444@bnu.edu.pk,Management Business Computing,4
F2023-448,Usman,Mirza,f2023-448@bnu.edu.pk,Software Engineering,4
F2023-450,Ali,Nawaz,f2023-450@bnu.edu.pk,Computer Science,4
F2023-453,Amina,Mirza,f2023-453@bnu.edu.pk,Management Business Computing,4
F2023-457,Zain,Saeed,f2023-457@bnu.edu.pk,Computer Science,4
F2023-461,Saad,Anwar,f2023-461@bnu.edu.pk,Software Engineering,4
F2023-463,Bilal,Anwar,f2023-463@bnu.edu.pk,Computer Science,4
F2023-465,Junaid,Malik,f2023-465@bnu.edu.pk,Computer Science,4
F2023-472,Tariq,Rana,f2023-472@bnu.edu.pk,Computer Science,4
F2023-476,Kiran,Rana,f2023-476@bnu.edu.pk,Computer Science,4
F2023-478,Nadia,Rana,f2023-478@bnu.edu.pk,Computer Science,4
F2023-483,Shahid,Sheikh,f2023-483@bnu.edu.pk,Management Business Computing,4
F2023-484,Zara,Anwar,f2023-484@bnu.edu.pk,Computer Science,4
F2023-487,Zain,Tariq,f2023-487@bnu.edu.pk,Software Engineering,4
F2023-488,Junaid,Sheikh,f2023-488@bnu.edu.pk,Computer Science,4
F2023-489,Kiran,Rana,f2023-489@bnu.edu.pk,Management Business Computing,4
F2023-491,Noman,Hussain,f2023-491@bnu.edu.pk,Computer Science,4
F2023-495,Saad,Zahid,f2023-495@bnu.edu.pk,Management Business Computing,4
F2023-501,Emaan,Tariq,f2023-501@bnu.edu.pk,Computer Science,4
F2023-507,Ali,Malik,f2023-507@bnu.edu.pk,Management Business Computing,4
F2023-508,Kiran,Sheikh,f2023-508@bnu.edu.pk,Computer Science,4
F2023-509,Imran,Farooq,f2023-509@bnu.edu.pk,Management Business Computing,4
F2023-510,Saad,Ahmed,f2023-510@bnu.edu.pk,Management Business Computing,4
F2023-511,Emaan,Farooq,f2023-511@bnu.edu.pk,Management Business Computing,4
F2023-517,Zain,Chaudhry,f2023-517@bnu.edu.pk,Software Engineering,4
F2023-520,Osama,Mehmood,f2023-520@bnu.edu.pk,Management Business Computing,4
F2023-522,Emaan,Zahid,f2023-522@bnu.edu.pk,Software Engineering,4
F2023-526,Laiba,Chaudhry,f2023-526@bnu.edu.pk,Software Engineering,4
F2023-531,Dua,Rana,f2023-531@bnu.edu.pk,Software Engineering,4
F2023-537,Saad,Sheikh,f2023-537@bnu.edu.pk,Software Engineering,4
F2023-539,Tariq,Rana,f2023-539@bnu.edu.pk,Software Engineering,4
F2023-541,Nadia,Rafiq,f2023-541@bnu.edu.pk,Management Business Computing,4
F2023-543,Osama,Chaudhry,f2023-543@bnu.edu.pk,Software Engineering,4
F2023-545,Maha,Ahmed,f2023-545@bnu.edu.pk,Management Business Computing,4
F2023-549,Tariq,Khan,f2023-549@bnu.edu.pk,Software Engineering,4
F2023-550,Zain,Rana,f2023-550@bnu.edu.pk,Computer Science,4
F2023-551,Asma,Farooq,f2023-551@bnu.edu.pk,Software Engineering,4
F2023-555,Shahid,Anwar,f2023-555@bnu.edu.pk,Computer Science,4
F2023-564,Shahid,Anwar,f2023-564@bnu.edu.pk,Management Business Computing,4
F2023-566,Zara,Javed,f2023-566@bnu.edu.pk,Software Engineering,4
F2023-568,Ahsan,Mirza,f2023-568@bnu.edu.pk,Management Business Computing,4
F2023-571,Hassan,Ali,f2023-571@bnu.edu.pk,Management Business Computing,4
F2023-575,Nadia,Hussain,f2023-575@bnu.edu.pk,Software Engineering,4
F2023-576,Zara,Ali,f2023-576@bnu.edu.pk,Software Engineering,4
F2023-577,Kiran,Ali,f2023-577@bnu.edu.pk,Computer Science,4
F2023-578,Zain,Sheikh,f2023-578@bnu.edu.pk,Management Business Computing,4
F2023-579,Junaid,Rafiq,f2023-579@bnu.edu.pk,Computer Science,4
F2023-580,Saad,Mehmood,f2023-580@bnu.edu.pk,Computer Science,4
F2023-581,Dua,Tariq,f2023-581@bnu.edu.pk,Software Engineering,4
F2023-582,Ahsan,Malik,f2023-582@bnu.edu.pk,Management Business Computing,4
F2023-584,Fatima,Nawaz,f2023-584@bnu.edu.pk,Computer Science,4
F2023-587,Fatima,Ali,f2023-587@bnu.edu.pk,Management Business Computing,4
F2023-588,Hassan,Malik,f2023-588@bnu.edu.pk,Management Business Computing,4
F2023-592,Hassan,Tariq,f2023-592@bnu.edu.pk,Computer Science,4
F2023-594,Noman,Tariq,f2023-594@bnu.edu.pk,Management Business Computing,4
F2023-598,Tariq,Ali,f2023-598@bnu.edu.pk,Software Engineering,4
F2023-602,Ahsan,Hussain,f2023-602@bnu.edu.pk,Computer Science,4
F2023-607,Saad,Farooq,f2023-607@bnu.edu.pk,Management Business Computing,4
F2023-612,Yasir,Ahmed,f2023-612@bnu.edu.pk,Software Engineering,4
F2023-613,Ali,Rafiq,f2023-613@bnu.edu.pk,Management Business Computing,4
F2023-617,Amina,Qureshi,f2023-617@bnu.edu.pk,Computer Science,4
F2023-618,Hina,Rafiq,f2023-618@bnu.edu.pk,Management Business Computing,4
F2023-620,Osama,Ali,f2023-620@bnu.edu.pk,Computer Science,4
F2023-625,Umair,Khan,f2023-625@bnu.edu.pk,Software Engineering,4
F2023-630,Yasir,Mirza,f2023-630@bnu.edu.pk,Software Engineering,4
F2023-641,Hassan,Chaudhry,f2023-641@bnu.edu.pk,Software Engineering,4
F2023-642,Zain,Farooq,f2023-642@bnu.edu.pk,Management Business Computing,4
F2023-645,Dua,Saeed,f2023-645@bnu.edu.pk,Management Business Computing,4
F2023-651,Hassan,Hussain,f2023-651@bnu.edu.pk,Management Business Computing,4
F2023-655,Umair,Malik,f2023-655@bnu.edu.pk,Software Engineering,4
F2023-656,Zain,Sheikh,f2023-656@bnu.edu.pk,Management Business Computing,4
F2023-658,Noman,Malik,f2023-658@bnu.edu.pk,Software Engineering,4
F2023-662,Emaan,Malik,f2023-662@bnu.edu.pk,Computer Science,4
F2023-666,Junaid,Mehmood,f2023-666@bnu.edu.pk,Software Engineering,4
F2023-668,Zara,Anwar,f2023-668@bnu.edu.pk,Management Business Computing,4
F2023-670,Ahsan,Khan,f2023-670@bnu.edu.pk,Software Engineering,4
F2023-671,Maha,Sheikh,f2023-671@bnu.edu.pk,Management Business Computing,4
F2023-675,Bilal,Farooq,f2023-675@bnu.edu.pk,Management Business Computing,4
F2023-677,Amina,Mehmood,f2023-677@bnu.edu.pk,Software Engineering,4
F2023-684,Yasir,Mehmood,f2023-684@bnu.edu.pk,Software Engineering,4
F2023-690,Iqra,Mehmood,f2023-690@bnu.edu.pk,Computer Science,4
F2023-695,Bilal,Zahid,f2023-695@bnu.edu.pk,Software Engineering,4
F2023-697,Hassan,Zahid,f2023-697@bnu.edu.pk,Management Business Computing,4
F2023-698,Imran,Rana,f2023-698@bnu.edu.pk,Computer Science,4
F2023-701,Ali,Anwar,f2023-701@bnu.edu.pk,Software Engineering,4
F2023-706,Umair,Chaudhry,f2023-706@bnu.edu.pk,Management Business Computing,4
F2023-707,Kiran,Farooq,f2023-707@bnu.edu.pk,Software Engineering,4
F2023-713,Dua,Rafiq,f2023-713@bnu.edu.pk,Software Engineering,4
F2023-720,Saad,Ahmed,f2023-720@bnu.edu.pk,Computer Science,4
F2023-721,Umair,Khan,f2023-721@bnu.edu.pk,Software Engineering,4
F2023-722,Umair,Malik,f2023-722@bnu.edu.pk,Computer Science,4
F2023-723,Yasir,Ali,f2023-723@bnu.edu.pk,Computer Science,4
F2023-726,Noman,Rana,f2023-726@bnu.edu.pk,Management Business Computing,4
F2023-736,Saad,Khan,f2023-736@bnu.edu.pk,Computer Science,4
F2023-737,Hina,Rafiq,f2023-737@bnu.edu.pk,Management Business Computing,4
F2023-739,Zara,Tariq,f2023-739@bnu.edu.pk,Software Engineering,4
F2023-741,Hina,Tariq,f2023-741@bnu.edu.pk,Management Business Computing,4
F2023-742,Emaan,Tariq,f2023-742@bnu.edu.pk,Management Business Computing,4
F2023-745,Hassan,Anwar,f2023-745@bnu.edu.pk,Software Engineering,4
F2023-746,Nadia,Chaudhry,f2023-746@bnu.edu.pk,Computer Science,4
F2023-749,Imran,Farooq,f2023-749@bnu.edu.pk,Software Engineering,4
F2023-752,Yasir,Mehmood,f2023-752@bnu.edu.pk,Software Engineering,4
F2023-757,Fatima,Sheikh,f2023-757@bnu.edu.pk,Management Business Computing,4
F2023-758,Junaid,Zahid,f2023-758@bnu.edu.pk,Software Engineering,4
F2023-764,Hassan,Ahmed,f2023-764@bnu.edu.pk,Computer Science,4
F2023-772,Maha,Khan,f2023-772@bnu.edu.pk,Management Business Computing,4
F2023-773,Noman,Hussain,f2023-773@bnu.edu.pk,Computer Science,4
F2023-774,Noman,Mirza,f2023-774@bnu.edu.pk,Computer Science,4
F2023-775,Waqas,Ahmed,f2023-775@bnu.edu.pk,Computer Science,4
F2023-779,Junaid,Chaudhry,f2023-779@bnu.edu.pk,Software Engineering,4
F2023-780,Usman,Rana,f2023-780@bnu.edu.pk,Software Engineering,4
F2023-781,Usman,Hussain,f2023-781@bnu.edu.pk,Computer Science,4
F2023-782,Iqra,Rafiq,f2023-782@bnu.edu.pk,Computer Science,4
F2023-783,Nadia,Rafiq,f2023-783@bnu.edu.pk,Management Business Computing,4
F2023-785,Kiran,Zahid,f2023-785@bnu.edu.pk,Computer Science,4
F2023-788,Imran,Zahid,f2023-788@bnu.edu.pk,Management Business Computing,4
F2023-792,Waqas,Tariq,f2023-792@bnu.edu.pk,Management Business Computing,4
F2023-803,Ahsan,Khan,f2023-803@bnu.edu.pk,Software Engineering,4
F2023-805,Iqra,Nawaz,f2023-805@bnu.edu.pk,Management Business Computing,4
F2023-807,Waqas,Nawaz,f2023-807@bnu.edu.pk,Software Engineering,4
F2023-810,Ahsan,Mehmood,f2023-810@bnu.edu.pk,Software Engineering,4
F2023-811,Emaan,Ali,f2023-811@bnu.edu.pk,Computer Science,4
F2023-813,Shahid,Farooq,f2023-813@bnu.edu.pk,Software Engineering,4
F2023-814,Junaid,Mirza,f2023-814@bnu.edu.pk,Software Engineering,4
F2023-823,Iqra,Rafiq,f2023-823@bnu.edu.pk,Management Business Computing,4
F2023-824,Bilal,Mehmood,f2023-824@bnu.edu.pk,Software Engineering,4
F2023-825,Maha,Javed,f2023-825@bnu.edu.pk,Management Business Computing,4
F2023-826,Hina,Chaudhry,f2023-826@bnu.edu.pk,Software Engineering,4
F2023-829,Hassan,Hussain,f2023-829@bnu.edu.pk,Computer Science,4
F2023-831,Saad,Farooq,f2023-831@bnu.edu.pk,Computer Science,4
F2023-833,Ahsan,Saeed,f2023-833@bnu.edu.pk,Management Business Computing,4
F2023-834,Yasir,Farooq,f2023-834@bnu.edu.pk,Software Engineering,4
F2023-835,Nadia,Nawaz,f2023-835@bnu.edu.pk,Management Business Computing,4
F2023-836,Hina,Rana,f2023-836@bnu.edu.pk,Computer Science,4
F2023-842,Imran,Khan,f2023-842@bnu.edu.pk,Software Engineering,4
F2023-844,Umair,Qureshi,f2023-844@bnu.edu.pk,Management Business Computing,4
F2023-847,Yasir,Nawaz,f2023-847@bnu.edu.pk,Software Engineering,4
F2023-849,Asma,Ali,f2023-849@bnu.edu.pk,Management Business Computing,4
F2023-852,Zara,Ali,f2023-852@bnu.edu.pk,Computer Science,4
F2023-866,Amina,Rana,f2023-866@bnu.edu.pk,Software Engineering,4
F2023-867,Zain,Malik,f2023-867@bnu.edu.pk,Computer Science,4
F2023-870,Maha,Javed,f2023-870@bnu.edu.pk,Computer Science,4
F2023-871,Ali,Farooq,f2023-871@bnu.edu.pk,Software Engineering,4
F2023-872,Hina,Malik,f2023-872@bnu.edu.pk,Computer Science,4
F2023-879,Waqas,Anwar,f2023-879@bnu.edu.pk,Management Business Computing,4
F2023-881,Sana,Sheikh,f2023-881@bnu.edu.pk,Software Engineering,4
F2023-895,Sana,Zahid,f2023-895@bnu.edu.pk,Computer Science,4
F2023-898,Dua,Malik,f2023-898@bnu.edu.pk,Computer Science,4
F2023-901,Laiba,Rana,f2023-901@bnu.edu.pk,Software Engineering,4
F2023-906,Bilal,Zahid,f2023-906@bnu.edu.pk,Computer Science,4
F2023-917,Tariq,Rafiq,f2023-917@bnu.edu.pk,Software Engineering,4
F2023-918,Noman,Nawaz,f2023-918@bnu.edu.pk,Software Engineering,4
F2023-935,Dua,Rafiq,f2023-935@bnu.edu.pk,Management Business Computing,4
F2023-936,Yasir,Ali,f2023-936@bnu.edu.pk,Computer Science,4
F2023-937,Asma,Rana,f2023-937@bnu.edu.pk,Computer Science,4
F2023-939,Tariq,Sheikh,f2023-939@bnu.edu.pk,Management Business Computing,4
F2023-940,Iqra,Anwar,f2023-940@bnu.edu.pk,Management Business Computing,4
F2023-942,Kiran,Farooq,f2023-942@bnu.edu.pk,Computer Science,4
F2023-943,Umair,Zahid,f2023-943@bnu.edu.pk,Software Engineering,4
F2023-945,Saad,Anwar,f2023-945@bnu.edu.pk,Software Engineering,4
F2023-946,Junaid,Saeed,f2023-946@bnu.edu.pk,Management Business Computing,4
F2023-947,Maha,Mirza,f2023-947@bnu.edu.pk,Management Business Computing,4
F2023-952,Ahsan,Sheikh,f2023-952@bnu.edu.pk,Computer Science,4
F2023-957,Iqra,Sheikh,f2023-957@bnu.edu.pk,Management Business Computing,4
F2023-958,Dua,Mehmood,f2023-958@bnu.edu.pk,Management Business Computing,4
F2023-959,Maha,Mehmood,f2023-959@bnu.edu.pk,Computer Science,4
F2023-960,Hassan,Hussain,f2023-960@bnu.edu.pk,Management Business Computing,4
F2023-963,Sana,Qureshi,f2023-963@bnu.edu.pk,Computer Science,4
F2023-965,Hina,Javed,f2023-965@bnu.edu.pk,Software Engineering,4
F2023-969,Ali,Malik,f2023-969@bnu.edu.pk,Software Engineering,4
F2023-971,Fatima,Mirza,f2023-971@bnu.edu.pk,Management Business Computing,4
F2023-972,Sana,Rafiq,f2023-972@bnu.edu.pk,Software Engineering,4
F2023-976,Usman,Farooq,f2023-976@bnu.edu.pk,Computer Science,4
F2023-977,Laiba,Khan,f2023-977@bnu.edu.pk,Software Engineering,4
F2023-978,Waqas,Mirza,f2023-978@bnu.edu.pk,Computer Science,4
F2023-986,Emaan,Hussain,f2023-986@bnu.edu.pk,Management Business Computing,4
F2023-990,Nadia,Rafiq,f2023-990@bnu.edu.pk,Computer Science,4
F2023-993,Rabia,Nawaz,f2023-993@bnu.edu.pk,Software Engineering,4
F2023-996,Amina,Chaudhry,f2023-996@bnu.edu.pk,Software Engineering,4
F2023-998,Amina,Saeed,f2023-998@bnu.edu.pk,Software Engineering,4
F2023-999,Asma,Chaudhry,f2023-999@bnu.edu.pk,Computer Science,4
F2024-0003,Shahid,Aslam,f2024-0003@bnu.edu.pk,Computer Science,2
F2024-0008,Ali,Mirza,f2024-0008@bnu.edu.pk,Software Engineering,2
F2024-0010,Kiran,Nawaz,f2024-0010@bnu.edu.pk,Management Business Computing,2
F2024-0020,Yasir,Mirza,f2024-0020@bnu.edu.pk,Software Engineering,2
F2024-0024,Shahid,Chaudhry,f2024-0024@bnu.edu.pk,Computer Science,2
F2024-0026,Nadia,Rafiq,f2024-0026@bnu.edu.pk,Management Business Computing,2
F2024-0029,Emaan,Mirza,f2024-0029@bnu.edu.pk,Software Engineering,2
F2024-0034,Saad,Rafiq,f2024-0034@bnu.edu.pk,Computer Science,2
F2024-0040,Usman,Sheikh,f2024-0040@bnu.edu.pk,Software Engineering,2
F2024-0041,Rabia,Javed,f2024-0041@bnu.edu.pk,Management Business Computing,2
F2024-0042,Kiran,Saeed,f2024-0042@bnu.edu.pk,Management Business Computing,2
F2024-0045,Zara,Anwar,f2024-0045@bnu.edu.pk,Computer Science,2
F2024-0047,Ali,Aslam,f2024-0047@bnu.edu.pk,Software Engineering,2
F2024-0056,Umair,Sheikh,f2024-0056@bnu.edu.pk,Management Business Computing,2
F2024-0057,Waqas,Anwar,f2024-0057@bnu.edu.pk,Software Engineering,2
F2024-0058,Usman,Mirza,f2024-0058@bnu.edu.pk,Management Business Computing,2
F2024-0060,Sana,Qureshi,f2024-0060@bnu.edu.pk,Management Business Computing,2
F2024-0061,Junaid,Rana,f2024-0061@bnu.edu.pk,Software Engineering,2
F2024-0064,Amina,Tariq,f2024-0064@bnu.edu.pk,Computer Science,2
F2024-0067,Junaid,Tariq,f2024-0067@bnu.edu.pk,Computer Science,2
F2024-0071,Laiba,Chaudhry,f2024-0071@bnu.edu.pk,Management Business Computing,2
F2024-0078,Maha,Nawaz,f2024-0078@bnu.edu.pk,Management Business Computing,2
F2024-0080,Shahid,Nawaz,f2024-0080@bnu.edu.pk,Software Engineering,2
F2024-0082,Hassan,Hussain,f2024-0082@bnu.edu.pk,Computer Science,2
F2024-0091,Nadia,Ahmed,f2024-0091@bnu.edu.pk,Computer Science,2
F2024-0095,Umair,Ali,f2024-0095@bnu.edu.pk,Computer Science,2
F2024-0099,Tariq,Ahmed,f2024-0099@bnu.edu.pk,Software Engineering,2
F2024-0101,Junaid,Saeed,f2024-0101@bnu.edu.pk,Management Business Computing,2
F2024-0107,Sana,Farooq,f2024-0107@bnu.edu.pk,Software Engineering,2
F2024-0114,Nadia,Mirza,f2024-0114@bnu.edu.pk,Software Engineering,2
F2024-0116,Ali,Anwar,f2024-0116@bnu.edu.pk,Computer Science,2
F2024-0117,Umair,Javed,f2024-0117@bnu.edu.pk,Management Business Computing,2
F2024-0119,Kiran,Javed,f2024-0119@bnu.edu.pk,Computer Science,2
F2024-0120,Ahsan,Khan,f2024-0120@bnu.edu.pk,Software Engineering,2
F2024-0122,Bilal,Qureshi,f2024-0122@bnu.edu.pk,Software Engineering,2
F2024-0123,Kiran,Rana,f2024-0123@bnu.edu.pk,Computer Science,2
F2024-0130,Saad,Mirza,f2024-0130@bnu.edu.pk,Management Business Computing,2
F2024-0131,Asma,Rana,f2024-0131@bnu.edu.pk,Software Engineering,2
F2024-0138,Tariq,Rafiq,f2024-0138@bnu.edu.pk,Software Engineering,2
F2024-0139,Ahsan,Tariq,f2024-0139@bnu.edu.pk,Computer Science,2
F2024-0144,Mahira,Ali,f2024-0144@bnu.edu.pk,Computer Science,2
F2024-0149,Yasir,Mirza,f2024-0149@bnu.edu.pk,Software Engineering,2
F2024-0152,Imran,Khan,f2024-0152@bnu.edu.pk,Software Engineering,2
F2024-0153,Hassan,Javed,f2024-0153@bnu.edu.pk,Computer Science,2
F2024-0154,Bilal,Nawaz,f2024-0154@bnu.edu.pk,Management Business Computing,2
F2024-0160,Bilal,Mehmood,f2024-0160@bnu.edu.pk,Computer Science,2
F2024-0161,Ali,Qureshi,f2024-0161@bnu.edu.pk,Management Business Computing,2
F2024-0162,Amina,Malik,f2024-0162@bnu.edu.pk,Management Business Computing,2
F2024-0169,Iqra,Khan,f2024-0169@bnu.edu.pk,Software Engineering,2
F2024-0176,Osama,Nawaz,f2024-0176@bnu.edu.pk,Management Business Computing,2
F2024-0178,Laiba,Hussain,f2024-0178@bnu.edu.pk,Computer Science,2
F2024-0179,Asma,Chaudhry,f2024-0179@bnu.edu.pk,Computer Science,2
F2024-0180,Maha,Ali,f2024-0180@bnu.edu.pk,Software Engineering,2
F2024-0188,Iqra,Aslam,f2024-0188@bnu.edu.pk,Computer Science,2
F2024-0191,Shahid,Khan,f2024-0191@bnu.edu.pk,Computer Science,2
F2024-0192,Dua,Khan,f2024-0192@bnu.edu.pk,Management Business Computing,2
F2024-0194,Noman,Javed,f2024-0194@bnu.edu.pk,Software Engineering,2
F2024-0196,Amina,Tariq,f2024-0196@bnu.edu.pk,Management Business Computing,2
F2024-0200,Iqra,Rana,f2024-0200@bnu.edu.pk,Software Engineering,2
F2024-0202,Asma,Ahmed,f2024-0202@bnu.edu.pk,Software Engineering,2
F2024-0206,Osama,Tariq,f2024-0206@bnu.edu.pk,Computer Science,2
F2024-0207,Shahid,Nawaz,f2024-0207@bnu.edu.pk,Software Engineering,2
F2024-0208,Dua,Ali,f2024-0208@bnu.edu.pk,Software Engineering,2
F2024-0210,Junaid,Anwar,f2024-0210@bnu.edu.pk,Computer Science,2
F2024-0212,Nadia,Qureshi,f2024-0212@bnu.edu.pk,Computer Science,2
F2024-0214,Saad,Tariq,f2024-0214@bnu.edu.pk,Software Engineering,2
F2024-0215,Ahsan,Rana,f2024-0215@bnu.edu.pk,Software Engineering,2
F2024-0220,Emaan,Rafiq,f2024-0220@bnu.edu.pk,Computer Science,2
F2024-0224,Bilal,Tariq,f2024-0224@bnu.edu.pk,Computer Science,2
F2024-0228,Shahid,Chaudhry,f2024-0228@bnu.edu.pk,Management Business Computing,2
F2024-0234,Junaid,Tariq,f2024-0234@bnu.edu.pk,Software Engineering,2
F2024-0238,Kiran,Anwar,f2024-0238@bnu.edu.pk,Management Business Computing,2
F2024-0240,Fatima,Malik,f2024-0240@bnu.edu.pk,Computer Science,2
F2024-0242,Bilal,Khan,f2024-0242@bnu.edu.pk,Computer Science,2
F2024-0245,Tariq,Farooq,f2024-0245@bnu.edu.pk,Computer Science,2
F2024-0246,Laiba,Khan,f2024-0246@bnu.edu.pk,Computer Science,2
F2024-0249,Asma,Chaudhry,f2024-0249@bnu.edu.pk,Computer Science,2
F2024-0251,Zain,Mehmood,f2024-0251@bnu.edu.pk,Computer Science,2
F2024-0261,Tariq,Malik,f2024-0261@bnu.edu.pk,Computer Science,2
F2024-0263,Asma,Rana,f2024-0263@bnu.edu.pk,Management Business Computing,2
F2024-0264,Emaan,Rafiq,f2024-0264@bnu.edu.pk,Computer Science,2
F2024-0266,Maha,Anwar,f2024-0266@bnu.edu.pk,Management Business Computing,2
